+---------------------------------------------------------------------------------+--------------------+--------------------+------------------------------------------------------------+
|                                                                                 | A@0 | NAN          | A@1 | NULL         | A@2 | { object(stringable) # Gzhegow\Lib\Modules\Php\Nil } |
+---------------------------------------------------------------------------------+--------------------+--------------------+------------------------------------------------------------+
| B@0 | NAN                                                                       | NAN ? cmpValuesNan | NAN ? cmpValuesNan | NAN ? cmpValuesNan                                         |
| B@26 | "b"                                                                      | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@27 | "ab"                                                                     | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@28 | "ba"                                                                     | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@29 | "0"                                                                      | 0 ? cmpValuesInteger    | 1 ? cmpValuesInteger    |
| B@30 | "1"                                                                      | -1 ? cmpValuesInteger   | 0 ? cmpValuesInteger    |
| B@31 | "0.0"                                                                    | 0 ? cmpValuesInteger    | 1 ? cmpValuesInteger    |
| B@32 | "1.0"                                                                    | -1 ? cmpValuesInteger   | 0 ? cmpValuesInteger    |
| B@33 | "1.1"                                                                    | -1 ? cmpValuesNumeric   | -1 ? cmpValuesNumeric   |
| B@34 | "1e1"                                                                    | -1 ? cmpValuesNumeric   | -1 ? cmpValuesNumeric   |
| B@35 | "1.1e1"                                                                  | -1 ? cmpValuesNumeric   | -1 ? cmpValuesNumeric   |
| B@36 | "1.1e-1"                                                                 | -1 ? cmpValuesNumeric   | 1 ? cmpValuesNumeric    |
| B@37 | "9223372036854775807"                                                    | -1 ? cmpValuesInteger   | -1 ? cmpValuesInteger   |
| B@38 | "-9223372036854775808"                                                   | 1 ? cmpValuesInteger    | 1 ? cmpValuesInteger    |
| B@39 | "9.223372036854776E+18"                                                  | -1 ? cmpValuesNumeric   | -1 ? cmpValuesNumeric   |
| B@40 | "-9.223372036854776E+18"                                                 | 1 ? cmpValuesNumeric    | 1 ? cmpValuesNumeric    |
| B@41 | "1.797693134862316E+308"                                                 | -1 ? cmpValuesNumeric   | -1 ? cmpValuesNumeric   |
| B@42 | "-1.797693134862316E+308"                                                | 1 ? cmpValuesNumeric    | 1 ? cmpValuesNumeric    |
| B@43 | "INF"                                                                    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@44 | "-INF"                                                                   | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@45 | { resource(opened) # stream }                                            | NAN ? cmpValuesResource | NAN ? cmpValuesResource |
| B@46 | { resource(opened) # stream }                                            | NAN ? cmpValuesResource | NAN ? cmpValuesResource |
| B@47 | { resource(closed) }                                                     | NAN ? cmpValuesResource | NAN ? cmpValuesResource |
| B@48 | []                                                                       | NAN ? cmpValuesArray    | NAN ? cmpValuesArray    |
| B@49 | [ "" ]                                                                   | NAN ? cmpValuesArray    | NAN ? cmpValuesArray    |
| B@50 | [ "a" ]                                                                  | NAN ? cmpValuesArray    | NAN ? cmpValuesArray    |
| B@51 | [ "a", "b" ]                                                             | NAN ? cmpValuesArray    | NAN ? cmpValuesArray    |
| B@52 | { object(serializable) # DateTime # "1970-01-01T00:00:00.000000+03:00" } | NAN ? cmpValuesDate     | NAN ? cmpValuesDate     |
| B@53 | { object(serializable) # DateTime # "1970-01-01T00:00:01.000000+03:00" } | NAN ? cmpValuesDate     | NAN ? cmpValuesDate     |
| B@54 | { object(serializable) # DateTime # "1970-01-01T00:00:01.500000+03:00" } | NAN ? cmpValuesDate     | NAN ? cmpValuesDate     |
| B@55 | { object # stdClass }                                                    | NAN ? cmpValuesObject   | NAN ? cmpValuesObject   |
| B@56 | { object # stdClass }                                                    | NAN ? cmpValuesObject   | NAN ? cmpValuesObject   |
| B@57 | { object # stdClass }                                                    | NAN ? cmpValuesObject   | NAN ? cmpValuesObject   |
| B@58 | { object # stdClass }                                                    | NAN ? cmpValuesObject   | NAN ? cmpValuesObject   |
| B@59 | { object # stdClass }                                                    | NAN ? cmpValuesObject   | NAN ? cmpValuesObject   |
| B@60 | { object # stdClass }                                                    | NAN ? cmpValuesObject   | NAN ? cmpValuesObject   |
| B@61 | { object(countable(0) iterable serializable) # ArrayObject }             | NAN ? cmpValuesObject   | NAN ? cmpValuesObject   |
| B@62 | { object(countable(1) iterable serializable) # ArrayObject }             | NAN ? cmpValuesObject   | NAN ? cmpValuesObject   |
| B@63 | { object(countable(1) iterable serializable) # ArrayObject }             | NAN ? cmpValuesObject   | NAN ? cmpValuesObject   |
| B@64 | { object(countable(2) iterable serializable) # ArrayObject }             | NAN ? cmpValuesObject   | NAN ? cmpValuesObject   |
+---------------------------------------------------------------------------------+-------------------------+-------------------------+


+---------------------------------------------------------------------------------+-------------------------+-------------------------+-------------------------+-------------------------+-------------------------+-------------------------+
|                                                                                 | A@10 | 0.0              | A@11 | 1.0              | A@12 | 1.1              | A@13 | 10.0             | A@14 | 11.0             | A@15 | 0.11             |
+---------------------------------------------------------------------------------+-------------------------+-------------------------+-------------------------+-------------------------+-------------------------+-------------------------+
| B@0 | NAN                                                                       | NAN ? cmpValuesNan      | NAN ? cmpValuesNan      | NAN ? cmpValuesNan      | NAN ? cmpValuesNan      | NAN ? cmpValuesNan      | NAN ? cmpValuesNan      |
| B@1 | NULL                                                                      | 1 ? cmpValuesNull       | 1 ? cmpValuesNull       | 1 ? cmpValuesNull       | 1 ? cmpValuesNull       | 1 ? cmpValuesNull       | 1 ? cmpValuesNull       |
| B@2 | { object(stringable) # Gzhegow\Lib\Modules\Php\Nil }                      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      |
| B@3 | "NAN"                                                                     | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | 1 ? cmpValuesString     |
| B@4 | "NULL"                                                                    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@5 | "{N}"                                                                     | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      |
| B@6 | FALSE                                                                     | 0 ? cmpValuesBoolean    | 1 ? cmpValuesBoolean    | 1 ? cmpValuesBoolean    | 1 ? cmpValuesBoolean    | 1 ? cmpValuesBoolean    | 1 ? cmpValuesBoolean    |
| B@7 | TRUE                                                                      | -1 ? cmpValuesBoolean   | 0 ? cmpValuesBoolean    | 0 ? cmpValuesBoolean    | 0 ? cmpValuesBoolean    | 0 ? cmpValuesBoolean    | 0 ? cmpValuesBoolean    |
| B@8 | 0                                                                         | 0 ? cmpValuesInteger    | 1 ? cmpValuesInteger    | 1 ? cmpValuesFloat      | 1 ? cmpValuesInteger    | 1 ? cmpValuesInteger    | 1 ? cmpValuesFloat      |
| B@9 | 1                                                                         | -1 ? cmpValuesInteger   | 0 ? cmpValuesInteger    | 1 ? cmpValuesFloat      | 1 ? cmpValuesInteger    | 1 ? cmpValuesInteger    | -1 ? cmpValuesFloat     |
| B@10 | 0.0                                                                      | 0 ? cmpValuesFloat      | 1 ? cmpValuesFloat      | 1 ? cmpValuesFloat      | 1 ? cmpValuesFloat      | 1 ? cmpValuesFloat      | 1 ? cmpValuesFloat      |
| B@11 | 1.0                                                                      | -1 ? cmpValuesFloat     | 0 ? cmpValuesFloat      | 1 ? cmpValuesFloat      | 1 ? cmpValuesFloat      | 1 ? cmpValuesFloat      | -1 ? cmpValuesFloat     |
